canonical_id,type,label_key,value_type,deprecated,replacement,cardinality
has_concept,Relation,relation.has_concept,ConceptRef,false,,Set
Disturbed,State,state.Disturbed,Unknown,false,
Drowning,State,state.Drowning,Unknown,false,
Flee,State,state.Flee,Unknown,false,
Freezing,State,state.Freezing,Unknown,false,
Healthy,State,state.Healthy,Unknown,false,
Idle,State,state.Idle,Unknown,false,
ImpairedMovement,State,state.ImpairedMovement,Unknown,false,
Moving,State,state.Moving,Unknown,false,
Neutral,State,state.Neutral,Unknown,false,
Recovering,State,state.Recovering,Unknown,false,
Respectful,State,state.Respectful,Unknown,false,
SevereDamageReaction,State,state.SevereDamageReaction,Unknown,false,
ShallowWater,State,state.ShallowWater,Unknown,false,
Slowed,State,state.Slowed,Unknown,false,
Smoke,State,state.Smoke,Unknown,false,
Swamp,State,state.Swamp,Unknown,false,
TreadingWater,State,state.TreadingWater,Unknown,false,
Warm,State,state.Warm,Unknown,false,
Wary,State,state.Wary,Unknown,false,
Wet,State,state.Wet,Unknown,false,
Water,Value,value.Water,Unknown,false,
Stone,Value,value.Stone,Unknown,false,
Polymer,Value,value.Polymer,Unknown,false,
Vegetation,Value,value.Vegetation,Unknown,false,
Wood,Value,value.Wood,Unknown,false,
WaterFloat,Value,value.WaterFloat,Unknown,false,
SelectThenEquip,Value,value.SelectThenEquip,Unknown,false,
SelectThenCarry,Value,value.SelectThenCarry,Unknown,false,
SelectThenMount,Value,value.SelectThenMount,Unknown,false,
Accessory,Value,value.Accessory,Unknown,false,
AngryExpression,Value,value.AngryExpression,Unknown,false,
Attack,Value,value.Attack,Unknown,false,
AudioGear,Value,value.AudioGear,Unknown,false,
Back,Value,value.Back,Unknown,false,
Body,Value,value.Body,Unknown,false,
Buoyancy,Value,value.Buoyancy,Unknown,false,
ClownNose,Value,value.ClownNose,Unknown,false,
ColdProtection,Value,value.ColdProtection,Unknown,false,
ColdProtectionPreparation,Value,value.ColdProtectionPreparation,Unknown,false,
Costume,Value,value.Costume,Unknown,false,
DriverSeat,Value,value.DriverSeat,Unknown,false,
Ears,Value,value.Ears,Unknown,false,
Eyes,Value,value.Eyes,Unknown,false,
Eyewear,Value,value.Eyewear,Unknown,false,
Face,Value,value.Face,Unknown,false,
FacialHair,Value,value.FacialHair,Unknown,false,
Feet,Value,value.Feet,Unknown,false,
Footwear,Value,value.Footwear,Unknown,false,
FullBody,Value,value.FullBody,Unknown,false,
Grass,Value,value.Grass,Unknown,false,
Hair,Value,value.Hair,Unknown,false,
HandProtection,Value,value.HandProtection,Unknown,false,
Hands,Value,value.Hands,Unknown,false,
Handwear,Value,value.Handwear,Unknown,false,
HappyExpression,Value,value.HappyExpression,Unknown,false,
Head,Value,value.Head,Unknown,false,
Headwear,Value,value.Headwear,Unknown,false,
Help,Value,value.Help,Unknown,false,
Ice,Value,value.Ice,Unknown,false,
Inspect,Value,value.Inspect,Unknown,false,
LowerBody,Value,value.LowerBody,Unknown,false,
Mascot,Value,value.Mascot,Unknown,false,
NeutralExpression,Value,value.NeutralExpression,Unknown,false,
Outerwear,Value,value.Outerwear,Unknown,false,
Outfit,Value,value.Outfit,Unknown,false,
Pacifier,Value,value.Pacifier,Unknown,false,
RightHand,Value,value.RightHand,Unknown,false,
Shorts,Value,value.Shorts,Unknown,false,
SkinSurface,Value,value.SkinSurface,Unknown,false,
Slippers,Value,value.Slippers,Unknown,false,
Socks,Value,value.Socks,Unknown,false,
Stick,Value,value.Stick,Unknown,false,
StoneAxe,Value,value.StoneAxe,Unknown,false,
SwampProtectionPreparation,Value,value.SwampProtectionPreparation,Unknown,false,
SwampResistance,Value,value.SwampResistance,Unknown,false,
Talk,Value,value.Talk,Unknown,false,
Torso,Value,value.Torso,Unknown,false,
UpperBody,Value,value.UpperBody,Unknown,false,
Waist,Value,value.Waist,Unknown,false,
Warmth,Value,value.Warmth,Unknown,false,
HeavySinking,Value,value.HeavySinking,Unknown,false,
LightBuoyant,Value,value.LightBuoyant,Unknown,false,
StaticAnchored,Value,value.StaticAnchored,Unknown,false,
HeavyBuoyant,Value,value.HeavyBuoyant,Unknown,false,
BackCarry,Value,value.BackCarry,Unknown,false,
DriverSeatMount,Value,value.DriverSeatMount,Unknown,false,
RightHandCarry,Value,value.RightHandCarry,Unknown,false,
WaistInflatableRing,Value,value.WaistInflatableRing,Unknown,false,
Player,Entity,entity.Player,Unknown,false,
Goblin,Entity,entity.Goblin,Unknown,false,
FireSword,Entity,entity.FireSword,Unknown,false,
Village,Entity,entity.Village,Unknown,false,
VillageOutskirts,Entity,entity.VillageOutskirts,Unknown,false,
BeachZone,Entity,entity.BeachZone,Unknown,false,
GoblinClan,Entity,entity.GoblinClan,Unknown,false,
Tree,Entity,entity.Tree,Unknown,false,
Bush,Entity,entity.Bush,Unknown,false,
Reed,Entity,entity.Reed,Unknown,false,
Torch,Entity,entity.Torch,Unknown,false,
detection_range,Relation,relation.detection_range,Number,false,
leash_range,Relation,relation.leash_range,Number,false,
hostile_to_faction,Relation,relation.hostile_to_faction,EntityRef,false,
autonomous_attack_intent,Relation,relation.autonomous_attack_intent,EntityRef,false,
idle_animation_intent,Relation,relation.idle_animation_intent,Value,false,
move_animation_intent,Relation,relation.move_animation_intent,Value,false,
AutonomousAgent,Concept,concept.AutonomousAgent,Unknown,false,
Combatant,Concept,concept.Combatant,Unknown,false,
Damageable,Concept,concept.Damageable,Unknown,false,
Item,Concept,concept.Item,Unknown,false,
Monster,Concept,concept.Monster,Unknown,false,
Sword,Concept,concept.Sword,Unknown,false,
Weapon,Concept,concept.Weapon,Unknown,false,
PlayerFaction,Value,value.PlayerFaction,Unknown,false,
WildMonster,Value,value.WildMonster,Unknown,false,
NaturalMeleeAttack,Value,value.NaturalMeleeAttack,Unknown,false,
AuthorityKinematic,Value,value.AuthorityKinematic,Unknown,false,
LocalCharacterController,Value,value.LocalCharacterController,Unknown,false,
MonsterIdle,Value,value.MonsterIdle,Unknown,false,
MonsterWalk,Value,value.MonsterWalk,Unknown,false,
MonsterRun,Value,value.MonsterRun,Unknown,false,
MonsterAttack,Value,value.MonsterAttack,Unknown,false,
attack_contact_mode,Relation,relation.attack_contact_mode,Value,false,
WeaponContactWindow,Value,value.WeaponContactWindow,Unknown,false,
attack_action,Relation,relation.attack_action,ActionRef,false,,Single
attack_cooldown,Relation,relation.attack_cooldown,Number,false,,Single
attack_damage,Relation,relation.attack_damage,Number,false,,Single
attack_range,Relation,relation.attack_range,Number,false,,Single
belongs_to_faction,Relation,relation.belongs_to_faction,Value,false,,Single
can_equip,Relation,relation.can_equip,Boolean,false,,Single
chase_action,Relation,relation.chase_action,ActionRef,false,,Single
chase_profile,Relation,relation.chase_profile,Value,false,,Single
combat_disposition,Relation,relation.combat_disposition,State,false,,Single
current_health,Relation,relation.current_health,Number,false,,Single
damage_profile,Relation,relation.damage_profile,Value,false,,Single
death_animation_intent,Relation,relation.death_animation_intent,Value,false,,Single
equip_action,Relation,relation.equip_action,ActionRef,false,,Single
faction,Relation,relation.faction,Value,false,,Single
gravity_acceleration,Relation,relation.gravity_acceleration,Number,false,,Single
hit_animation_intent,Relation,relation.hit_animation_intent,Value,false,,Single
hit_vfx_intent,Relation,relation.hit_vfx_intent,Value,false,,Single
interaction_range,Relation,relation.interaction_range,Number,false,,Single
is_alive,Relation,relation.is_alive,Boolean,false,,Single
jump_action,Relation,relation.jump_action,ActionRef,false,,Single
jump_takeoff_speed,Relation,relation.jump_takeoff_speed,Number,false,,Single
ground_stick_velocity,Relation,relation.ground_stick_velocity,Number,false,,Single
maximum_step_height,Relation,relation.maximum_step_height,Number,false,,Single
ground_clearance,Relation,relation.ground_clearance,Number,false,,Single
impact_response_profile,Relation,relation.impact_response_profile,Canonical,false,,Single
location,Relation,relation.location,EntityRef,false,,Single
locomotion_action,Relation,relation.locomotion_action,ActionRef,false,,Single
loot_action,Relation,relation.loot_action,ActionRef,false,,Single
loot_item,Relation,relation.loot_item,Value,false,,Set
loot_status,Relation,relation.loot_status,State,false,,Single
loot_table,Relation,relation.loot_table,Value,false,,Single
maximum_health,Relation,relation.maximum_health,Number,false,,Single
movement_speed,Relation,relation.movement_speed,Number,false,,Single
collision_role,Relation,relation.collision_role,Value,false,,Single
collision_proxy_shape,Relation,relation.collision_proxy_shape,Value,false,,Single
collision_radius,Relation,relation.collision_radius,Number,false,,Single
collision_height,Relation,relation.collision_height,Number,false,,Single
collision_size_x,Relation,relation.collision_size_x,Number,false,,Single
collision_size_y,Relation,relation.collision_size_y,Number,false,,Single
collision_size_z,Relation,relation.collision_size_z,Number,false,,Single
collision_center_offset_x,Relation,relation.collision_center_offset_x,Number,false,,Single
collision_center_offset_y,Relation,relation.collision_center_offset_y,Number,false,,Single
collision_center_offset_z,Relation,relation.collision_center_offset_z,Number,false,,Single
DynamicProp,Value,collision_role.DynamicProp,Unknown,false,
WalkableSupport,Value,collision_role.WalkableSupport,Unknown,false,
ActorBody,Value,collision_role.ActorBody,Unknown,false,
InteractionTrigger,Value,collision_role.InteractionTrigger,Unknown,false,
WaterVolume,Value,collision_role.WaterVolume,Unknown,false,
Capsule,Value,collision_proxy_shape.Capsule,Unknown,false,
Box,Value,collision_proxy_shape.Box,Unknown,false,
respawn_action,Relation,relation.respawn_action,ActionRef,false,,Single
semantic_contract_version,Relation,relation.semantic_contract_version,Number,false,,Single
swing_action,Relation,relation.swing_action,ActionRef,false,,Single
target_action,Relation,relation.target_action,ActionRef,false,,Single
target_concept,Relation,relation.target_concept,ConceptRef,false,,Single
targeting_profile,Relation,relation.targeting_profile,Value,false,,Single
unequip_action,Relation,relation.unequip_action,ActionRef,false,,Single
EquipmentSlot,Concept,concept.EquipmentSlot,Unknown,false,
PhysicalEffect,Concept,concept.PhysicalEffect,Unknown,false,
ActorToItem,Value,value.ActorToItem,Unknown,false,
ItemToActor,Value,value.ItemToActor,Unknown,false,
ChaseWithinLeash,Value,value.ChaseWithinLeash,Unknown,false,
NearestHostileWithinDetection,Value,value.NearestHostileWithinDetection,Unknown,false,
acquire_autonomous_target,Value,value.acquire_autonomous_target,Unknown,false,
autonomous_melee_attack,Value,value.autonomous_melee_attack,Unknown,false,
chase_autonomous_target,Value,value.chase_autonomous_target,Unknown,false,
collect_loot,Value,value.collect_loot,Unknown,false,
dismount,Value,value.dismount,Unknown,false,
drop_carried,Value,value.drop_carried,Unknown,false,
equip_weapon,Value,value.equip_weapon,Unknown,false,
jump_avatar,Value,value.jump_avatar,Unknown,false,
move_avatar,Value,value.move_avatar,Unknown,false,
respawn_avatar,Value,value.respawn_avatar,Unknown,false,
swing_weapon,Value,value.swing_weapon,Unknown,false,
unequip_equipment,Value,value.unequip_equipment,Unknown,false,
unequip_wearable,Value,value.unequip_wearable,Unknown,false,
Available,State,value.Available,Unknown,false,
Death,Value,value.Death,Unknown,false,
HitReaction,Value,value.HitReaction,Unknown,false,
Hostile,State,value.Hostile,Unknown,false,
Jump,Value,value.Jump,Unknown,false,
Locomotion,Value,value.Locomotion,Unknown,false,
MeleeAttack,Value,value.MeleeAttack,Unknown,false,
BasicSwordDamage,Value,value.BasicSwordDamage,Unknown,false,
BeholderBasicLoot,Value,value.BeholderBasicLoot,Unknown,false,
HandheldWeapon,Value,physical_profile.HandheldWeapon,Unknown,false,
HitPhysicalLight,Value,value.HitPhysicalLight,Unknown,false,
OntologyDataFragment,Value,value.OntologyDataFragment,Unknown,false,
True,Value,value.True,Boolean,false,
False,Value,value.False,Boolean,false,
BuoyantWhenInWater,Value,rule.BuoyantWhenInWater.name,Unknown,false,
